station name: LODI WWTP,,,,,,,,,,
station identifier: 474790,,,,,,,,,,
key: T=trace | M=missing | blank=unknown,,,,,,,,,,
,maximum,minimum,precipitation,snowfall,snow depth,time of,time of,time of,time of,time of
2/14/07,19,-1,T,T,9,8,8,8,0,8
2/15/07,19,-7,0,0,9,8,8,8,0,8
2/16/07,18,-6,0,0,9,8,8,8,0,8
2/17/07,20,-2,0,0,9,8,8,8,0,8
2/18/07,28,11,0,0,8,8,8,8,0,8
2/19/07,24,11,0,0,8,8,8,8,0,8
2/20/07,44,18,0,0,4,8,8,8,0,8
2/21/07,45,20,0,0,3,8,8,8,0,8
2/22/07,51,21,0,0,1,8,8,8,0,8
2/23/07,35,17,0,0,1,8,8,8,0,8
2/24/07,30,21,0.75,6.2,7,8,8,8,0,8
2/25/07,35,25,0.8,6,12,8,8,8,0,8
2/26/07,34,29,0.29,1.5,17,8,8,8,0,8
2/27/07,33,28,T,T,15,8,8,8,0,8
2/28/07,36,28,0,0,14,8,8,8,0,8
3/1/07,36,29,0.09,T,9,8,8,8,0,8
3/2/07,38,28,0.33,2,10,8,8,8,0,8
3/3/07,31,18,0.11,1,10,8,8,8,0,8
3/4/07,25,7,T,T,10,8,8,8,0,8
3/5/07,33,8,0,0,9,8,8,8,0,8
3/6/07,26,5,0,0,9,8,8,8,0,8
3/7/07,23,8,0.14,1,10,8,8,8,0,8
3/8/07,29,3,0,0,10,8,8,8,0,8
3/9/07,38,11,0,0,10,8,8,8,0,8
3/10/07,49,27,0.23,0,6,8,8,8,0,8
3/11/07,50,17,0,0,3,8,8,8,0,8
3/12/07,53,17,0,0,1,8,8,8,0,8
3/13/07,57,35,0,0,0,8,8,8,0,8
3/14/07,69,34,0,0,0,8,8,8,0,8
3/15/07,58,24,0.09,T,T,8,8,8,0,8
3/16/07,33,21,0.01,T,T,8,8,8,0,8
3/17/07,37,17,0,0,0,8,8,8,0,8
3/18/07,41,18,0,0,0,8,8,8,0,8
3/19/07,48,20,0,0,0,8,8,8,0,8
3/20/07,56,24,0,0,0,8,8,8,0,8
3/21/07,46,24,0.08,0,0,8,8,8,0,8
3/22/07,63,39,0.92,0,0,8,8,8,0,8
3/23/07,56,31,0,0,0,8,8,8,0,8
3/24/07,58,36,0,0,0,8,8,8,0,8
3/25/07,68,47,0.37,0,0,8,8,8,0,8
3/26/07,79,56,0,0,0,8,8,8,0,8
3/27/07,82,53,0,0,0,8,8,8,0,8
3/28/07,63,44,0.08,0,0,8,8,8,0,8
3/29/07,47,42,0.08,0,0,8,8,8,0,8
3/30/07,53,43,0,0,0,8,8,8,0,8
3/31/07,50,42,0.02,0,0,8,8,8,0,8
4/1/07,53,44,1.02,0,0,8,8,8,0,8
4/2/07,54,42,0.03,0,0,8,8,8,0,8
4/3/07,58,42,1,0,0,8,8,8,0,8
4/4/07,52,26,T,0,0,8,8,8,0,8
4/5/07,32,22,0,0,0,8,8,8,0,8
4/6/07,38,21,0,0,0,8,8,8,0,8
4/7/07,34,19,0,0,0,8,8,8,0,8
4/8/07,30,19,0,0,0,8,8,8,0,8
4/9/07,36,25,0,0,0,8,8,8,0,8
4/10/07,47,20,0,0,0,8,8,8,0,8
4/11/07,51,21,0.38,1,1,8,8,8,0,8
4/12/07,33,30,0.43,4,5,8,8,8,0,8
4/13/07,41,29,0,0,2,8,8,8,0,8
4/14/07,51,28,0,0,0,8,8,8,0,8
4/15/07,57,27,0,0,0,8,8,8,0,8
4/16/07,61,27,0,0,0,8,8,8,0,8
4/17/07,67,28,0,0,0,8,8,8,0,8
4/18/07,65,37,0,0,0,8,8,8,0,8
4/19/07,50,41,T,0,0,8,8,8,0,8
4/20/07,65,33,0,0,0,8,8,8,0,8
4/21/07,71,34,0,0,0,8,8,8,0,8
4/22/07,78,49,0,0,0,8,8,8,0,8
4/23/07,85,58,0.38,0,0,8,8,8,0,8
4/24/07,69,41,0,0,0,8,8,8,0,8
4/25/07,63,44,0.53,0,0,8,8,8,0,8
4/26/07,58,42,0.27,0,0,8,8,8,0,8
4/27/07,58,42,0.3,0,0,8,8,8,0,8
4/28/07,64,39,0,0,0,8,8,8,0,8
4/29/07,74,42,0,0,0,8,8,8,0,8
4/30/07,86,47,0,0,0,8,8,8,0,8
5/1/07,71,45,0.21,0,0,8,8,8,0,8
5/2/07,76,42,0,0,0,8,8,8,0,8
5/3/07,76,42,0,0,0,8,8,8,0,8
5/4/07,68,47,0,0,0,8,8,8,0,8
5/5/07,69,50,0.14,0,0,8,8,8,0,8
5/6/07,65,47,T,0,0,8,8,8,0,8
5/7/07,65,48,0,0,0,8,8,8,0,8
5/8/07,80,50,0,0,0,8,8,8,0,8
5/9/07,81,52,T,0,0,8,8,8,0,8
5/10/07,80,49,0,0,0,8,8,8,0,8
5/11/07,85,51,0,0,0,8,8,8,0,8
5/12/07,75,41,T,0,0,8,8,8,0,8
5/13/07,72,43,0.54,0,0,8,8,8,0,8
5/14/07,67,50,T,0,0,8,8,8,0,8
5/15/07,88,50,T,0,0,8,8,8,0,8
5/16/07,67,42,0.38,0,0,8,8,8,0,8
5/17/07,67,36,0.24,0,0,8,8,8,0,8
5/18/07,67,35,0,0,0,8,8,8,0,8
5/19/07,72,42,0,0,0,8,8,8,0,8
5/20/07,80,42,T,0,0,8,8,8,0,8
5/21/07,61,43,0,0,0,8,8,8,0,8
5/22/07,84,43,0,0,0,8,8,8,0,8
5/23/07,86,63,0,0,0,8,8,8,0,8
5/24/07,88,63,0,0,0,8,8,8,0,8
5/25/07,85,44,0.19,0,0,8,8,8,0,8
5/26/07,72,49,0,0,0,8,8,8,0,8
5/27/07,67,49,0.05,0,0,8,8,8,0,8
5/28/07,72,43,0,0,0,8,8,8,0,8
5/29/07,79,58,0,0,0,8,8,8,0,8
5/30/07,89,60,T,0,0,8,8,8,0,8
5/31/07,85,65,0,0,0,8,8,8,0,8
6/1/07,81,56,T,0,0,8,8,8,0,8
6/2/07,81,60,0.35,0,0,8,8,8,0,8
6/3/07,78,59,0.44,0,0,8,8,8,0,8
6/4/07,73,58,1.11,0,0,8,8,8,0,8
6/5/07,72,55,0.08,0,0,8,8,8,0,8
6/6/07,66,48,T,0,0,8,8,8,0,8
6/7/07,72,54,0.16,0,0,8,8,8,0,8
6/8/07,85,58,0,0,0,8,8,8,0,8
6/9/07,71,43,0,0,0,8,8,8,0,8
6/10/07,79,50,0,0,0,8,8,8,0,8
6/11/07,83,55,0,0,0,8,8,8,0,8
6/12/07,88,55,0,0,0,8,8,8,0,8
6/13/07,89,52,0,0,0,8,8,8,0,8
6/14/07,89,56,0,0,0,8,8,8,0,8
6/15/07,90,59,0,0,0,8,8,8,0,8
6/16/07,92,62,0,0,0,8,8,8,0,8
6/17/07,84,62,T,0,0,8,8,8,0,8
6/18/07,90,66,0,0,0,8,8,8,0,8
6/19/07,87,61,0.65,0,0,8,8,8,0,8
6/20/07,76,49,0,0,0,8,8,8,0,8
6/21/07,85,60,0,0,0,8,8,8,0,8
6/22/07,84,55,0.57,0,0,8,8,8,0,8
6/23/07,74,56,0,0,0,8,8,8,0,8
6/24/07,80,54,0,0,0,8,8,8,0,8
6/25/07,83,57,0,0,0,8,8,8,0,8
6/26/07,86,63,0,0,0,8,8,8,0,8
6/27/07,92,72,0,0,0,8,8,8,0,8
6/28/07,85,56,0,0,0,8,8,8,0,8
6/29/07,74,47,0,0,0,8,8,8,0,8
6/30/07,79,48,0,0,0,8,8,8,0,8
7/1/07,84,50,0,0,0,8,8,8,0,8
7/2/07,80,50,0,0,0,8,8,8,0,8
7/3/07,81,55,0.1,0,0,8,8,8,0,8
7/4/07,82,64,2,0,0,8,8,8,0,8
7/5/07,85,60,0,0,0,8,8,8,0,8
7/6/07,85,57,T,0,0,8,8,8,0,8
7/7/07,86,58,0,0,0,8,8,8,0,8
7/8/07,92,67,0,0,0,8,8,8,0,8
7/9/07,93,71,0,0,0,8,8,8,0,8
7/10/07,87,66,0.05,0,0,8,8,8,0,8
7/11/07,87,57,T,0,0,8,8,8,0,8
7/12/07,76,53,0,0,0,8,8,8,0,8
7/13/07,76,51,T,0,0,8,8,8,0,8
7/14/07,76,57,0.05,0,0,8,8,8,0,8
7/15/07,79,49,0,0,0,8,8,8,0,8
7/16/07,82,53,0,0,0,8,8,8,0,8
7/17/07,82,59,0,0,0,8,8,8,0,8
7/18/07,85,66,0,0,0,8,8,8,0,8
7/19/07,85,65,T,0,0,8,8,8,0,8
7/20/07,82,48,0,0,0,8,8,8,0,8
7/21/07,80,49,0,0,0,8,8,8,0,8
7/22/07,82,51,0,0,0,8,8,8,0,8
7/23/07,84,55,0,0,0,8,8,8,0,8
7/24/07,86,61,0,0,0,8,8,8,0,8
7/25/07,87,61,0,0,0,8,8,8,0,8
7/26/07,90,65,0,0,0,8,8,8,0,8
7/27/07,91,68,0.71,0,0,8,8,8,0,8
7/28/07,83,58,0,0,0,8,8,8,0,8
7/29/07,86,55,0,0,0,8,8,8,0,8
7/30/07,89,56,0,0,0,8,8,8,0,8
7/31/07,91,60,0,0,0,8,8,8,0,8
8/1/07,93,61,0,0,0,8,8,8,0,8
8/2/07,91,63,0,0,0,8,8,8,0,8
8/3/07,89,53,0,0,0,8,8,8,0,8
8/4/07,88,53,0,0,0,8,8,8,0,8
8/5/07,75,58,2.6,0,0,8,8,8,0,8
8/6/07,77,64,0,0,0,8,8,8,0,8
8/7/07,84,68,1.06,0,0,8,8,8,0,8
8/8/07,86,67,0.05,0,0,8,8,8,0,8
8/9/07,86,66,0.15,0,0,8,8,8,0,8
8/10/07,87,63,0,0,0,8,8,8,0,8
8/11/07,90,65,0,0,0,8,8,8,0,8
8/12/07,88,64,0.67,0,0,8,8,8,0,8
8/13/07,88,59,0,0,0,8,8,8,0,8
8/14/07,85,M,0.63,0,0,8,,8,0,8
8/15/07,83,64,0.02,0,0,8,8,8,0,8
8/16/07,78,61,0.39,0,0,8,8,8,0,8
8/17/07,79,54,0.01,0,0,8,8,8,0,8
8/18/07,75,54,0,0,0,8,8,8,0,8
8/19/07,75,54,6.2,0,0,8,8,8,0,8
8/20/07,67,61,1.6,0,0,8,8,8,0,8
8/21/07,68,64,0.15,0,0,8,8,8,0,8
8/22/07,85,65,0.65,0,0,8,8,8,0,8
8/23/07,85,67,0.17,0,0,8,8,8,0,8
8/24/07,82,68,0.07,0,0,8,8,8,0,8
8/25/07,75,61,T,0,0,8,8,8,0,8
8/26/07,77,51,0,0,0,8,8,8,0,8
8/27/07,81,52,0,0,0,8,8,8,0,8
8/28/07,83,61,0.52,0,0,8,8,8,0,8
8/29/07,92,67,0.2,0,0,8,8,8,0,8
8/30/07,75,54,0.04,0,0,8,8,8,0,8
8/31/07,77,50,0,0,0,8,8,8,0,8
9/1/07,81,51,0,0,0,8,8,8,0,8
9/2/07,82,55,0,0,0,8,8,8,0,8
9/3/07,85,57,0,0,0,8,8,8,0,8
9/4/07,88,59,0,0,0,8,8,8,0,8
9/5/07,90,59,0,0,0,8,8,8,0,8
9/6/07,90,63,0,0,0,8,8,8,0,8
9/7/07,83,69,0.69,0,0,8,8,8,0,8
9/8/07,80,52,0,0,0,8,8,8,0,8
9/9/07,80,53,0,0,0,8,8,8,0,8
9/10/07,71,53,T,0,0,8,8,8,0,8
9/11/07,54,45,1.02,0,0,8,8,8,0,8
9/12/07,66,39,0,0,0,8,8,8,0,8
9/13/07,67,39,0,0,0,8,8,8,0,8
9/14/07,79,45,T,0,0,8,8,8,0,8
9/15/07,56,31,0,0,0,8,8,8,0,8
9/16/07,61,37,0,0,0,8,8,8,0,8
9/17/07,68,48,0,0,0,8,8,8,0,8
9/18/07,83,56,0,0,0,8,8,8,0,8
9/19/07,86,65,0.03,0,0,8,8,8,0,8
9/20/07,76,47,0,0,0,8,8,8,0,8
9/21/07,81,48,0,0,0,8,8,8,0,8
9/22/07,85,47,0.25,0,0,8,8,8,0,8
9/23/07,75,44,0,0,0,8,8,8,0,8
9/24/07,84,45,0,0,0,8,8,8,0,8
9/25/07,88,45,0.22,0,0,8,8,8,0,8
9/26/07,74,48,0.23,0,0,8,8,8,0,8
9/27/07,63,45,0.02,0,0,8,8,8,0,8
9/28/07,71,41,0.06,0,0,8,8,8,0,8
9/29/07,72,41,0,0,0,8,8,8,0,8
9/30/07,76,48,0,0,0,8,8,8,0,8
10/1/07,81,48,0.77,0,0,8,8,8,0,8
10/2/07,75,57,0.06,0,0,8,8,8,0,8
10/3/07,72,50,0.91,0,0,8,8,8,0,8
10/4/07,74,50,0,0,0,8,8,8,0,8
10/5/07,81,51,0,0,0,8,8,8,0,8
10/6/07,85,61,0,0,0,8,8,8,0,8
10/7/07,88,64,0,0,0,8,8,8,0,8
10/8/07,87,64,0,0,0,8,8,8,0,8
10/9/07,80,46,0,0,0,8,8,8,0,8
10/10/07,80,44,T,0,0,8,8,8,0,8
10/11/07,52,44,0,0,0,8,8,8,0,8
10/12/07,52,40,0,0,0,8,8,8,0,8
10/13/07,51,40,0,0,0,8,8,8,0,8
10/14/07,60,43,0.11,0,0,8,8,8,0,8
10/15/07,54,50,0.13,0,0,8,8,8,0,8
10/16/07,58,50,0.58,0,0,8,8,8,0,8
10/17/07,67,51,0.02,0,0,8,8,8,0,8
10/18/07,70,51,1.25,0,0,8,8,8,0,8
10/19/07,70,53,0.03,0,0,8,8,8,0,8
10/20/07,56,41,0.07,0,0,8,8,8,0,8
10/21/07,74,40,0,0,0,8,8,8,0,8
10/22/07,76,48,0,0,0,8,8,8,0,8
10/23/07,52,34,T,0,0,8,8,8,0,8
10/24/07,60,32,0,0,0,8,8,8,0,8
10/25/07,53,29,0,0,0,8,8,8,0,8
10/26/07,59,M,0.03,0,0,8,,8,0,8
10/27/07,55,35,0,0,0,8,8,8,0,8
10/28/07,56,27,0,0,0,8,8,8,0,8
10/29/07,56,26,0,0,0,8,8,8,0,8
10/30/07,65,38,0,0,0,8,8,8,0,8
10/31/07,69,42,0,0,0,8,8,8,0,8
11/1/07,59,31,0,0,0,8,8,8,0,8
11/2/07,53,30,0,0,0,8,8,8,0,8
11/3/07,58,26,0,0,0,8,8,8,0,8
11/4/07,51,26,0,0,0,8,8,8,0,8
11/5/07,54,36,0,0,0,8,8,8,0,8
11/6/07,48,35,T,0,0,8,8,8,0,8
11/7/07,41,21,0,0,0,8,8,8,0,8
11/8/07,41,21,0,0,0,8,8,8,0,8
11/9/07,48,27,0,0,0,8,8,8,0,8
11/10/07,45,21,0,0,0,8,8,8,0,8
11/11/07,46,21,0,0,0,8,8,8,0,8
11/12/07,54,44,0,0,0,8,8,8,0,8
11/13/07,59,23,0,0,0,8,8,8,0,8
11/14/07,57,23,0,0,0,8,8,8,0,8
11/15/07,49,33,0,0,0,8,8,8,0,8
11/16/07,39,21,0,0,0,8,8,8,0,8
11/17/07,40,25,0,0,0,8,8,8,0,8
11/18/07,37,23,0.09,0,0,8,8,8,0,8
11/19/07,45,27,0.05,0,0,8,8,8,0,8
11/20/07,49,30,T,0,0,8,8,8,0,8
11/21/07,42,32,0.23,0,0,8,8,8,0,8
11/22/07,38,25,0.22,1.5,2,8,8,8,0,8
11/23/07,32,15,0,0,1,8,8,8,0,8
11/24/07,32,17,0,0,T,8,8,8,0,8
11/25/07,38,27,0,0,T,8,8,8,0,8
11/26/07,41,26,0,0,0,8,8,8,0,8
11/27/07,37,21,0,0,0,8,8,8,0,8
11/28/07,29,18,0,0,0,8,8,8,0,8
11/29/07,42,15,0,0,0,8,8,8,0,8
11/30/07,28,15,T,T,T,8,8,8,0,8
12/1/07,21,8,0,0,T,8,8,8,0,8
12/2/07,36,15,1.84,6,6,8,8,8,0,8
12/3/07,37,15,T,T,5,8,8,8,0,8
12/4/07,24,11,0,0,5,8,8,8,0,8
12/5/07,25,11,0.39,6,11,8,8,8,0,8
12/6/07,21,-14,0,0,11,8,8,8,0,8
12/7/07,26,-14,0.18,2,13,8,8,8,0,8
12/8/07,27,-1,0,0,13,8,8,8,0,8
12/9/07,14,2,0.09,1,13,8,8,8,0,8
12/10/07,18,14,T,T,13,8,8,8,0,8
12/11/07,29,17,0.16,1,14,8,8,8,0,8
12/12/07,27,16,0.23,4,18,8,8,8,0,8
12/13/07,26,17,0,0,17,8,8,8,0,8
12/14/07,31,7,T,T,17,8,8,8,0,8
12/15/07,22,1,0,0,17,8,8,8,0,8
12/16/07,23,13,0.08,1,16,8,8,8,0,8
12/17/07,20,10,0,0,16,8,8,8,0,8
12/18/07,27,12,0,0,16,8,8,8,0,8
12/19/07,36,19,0,0,15,8,8,8,0,8
12/20/07,31,17,0,0,15,8,8,8,0,8
12/21/07,37,17,T,0,12,8,8,8,0,8
12/22/07,37,34,0.01,0,9,8,8,8,0,8
12/23/07,39,11,0.67,2,5,8,8,8,0,8
12/24/07,39,10,0.11,1,6,8,8,8,0,8
12/25/07,24,9,0,0,6,8,8,8,0,8
12/26/07,39,19,0,0,5,8,8,8,0,8
12/27/07,38,22,0.07,0.5,5,8,8,8,0,8
12/28/07,33,15,0,0,5,8,8,8,0,8
12/29/07,31,21,0.37,4,9,8,8,8,0,8
12/30/07,25,3,T,T,9,8,8,8,0,8
12/31/07,26,2,T,T,9,8,8,8,0,8
1/1/08,26,19,T,T,9,8,8,8,0,8
1/2/08,19,2,0.03,0.5,9,8,8,8,0,8
1/3/08,18,-8,0,0,9,8,8,8,0,8
1/4/08,21,-6,0,0,9,8,8,8,0,8
1/5/08,36,16,0,0,9,8,8,8,0,8
1/6/08,42,36,0,0,6,8,8,8,0,8
1/7/08,46,35,T,0,3,8,8,8,0,8
1/8/08,39,34,0.34,0,1,8,8,8,0,8
1/9/08,35,27,0.47,0,1,8,8,8,0,8
1/10/08,35,26,0,0,1,8,8,8,0,8
1/11/08,38,30,0.23,1,1,8,8,8,0,8
1/12/08,33,24,T,T,1,8,8,8,0,8
1/13/08,31,25,0.18,2.5,4,8,8,8,0,8
1/14/08,29,18,0.03,0.5,4,8,8,8,0,8
1/15/08,23,5,T,T,4,8,8,8,0,8
1/16/08,25,9,0,0,4,8,8,8,0,8
1/17/08,37,23,0.11,1.5,5,8,8,8,0,8
1/18/08,32,-2,0.16,2.5,7,8,8,8,0,8
1/19/08,14,-14,0,0,7,8,8,8,0,8
1/20/08,0,-23,0,0,7,8,8,8,0,8
1/21/08,5,-13,0,0,7,8,8,8,0,8
1/22/08,12,-1,0.35,6.5,13,8,8,8,0,8
1/23/08,14,-10,0,0,13,8,8,8,0,8
1/24/08,10,-15,T,T,13,8,8,8,0,8
1/25/08,7,-16,0,0,13,8,8,8,0,8
1/26/08,20,-12,0.16,2,15,8,8,8,0,8
1/27/08,25,-2,T,T,15,8,8,8,0,8
1/28/08,41,-2,0,0,14,8,8,8,0,8
1/29/08,46,39,0,0,6,8,8,8,0,8
1/30/08,41,-10,0.13,1,4,8,8,8,0,8
1/31/08,5,-10,0,0,4,8,8,8,0,8
2/1/08,19,1,0.14,1.2,5,8,8,8,0,8
2/2/08,27,19,0,0,5,8,8,8,0,8
2/3/08,30,25,0.12,1.4,6,8,8,8,0,8
2/4/08,32,26,0,0,5,8,8,8,0,8
2/5/08,34,32,0.19,0,3,8,8,8,0,8
2/6/08,34,25,0.31,3.7,7,8,8,8,0,8
2/7/08,25,-1,0.48,7,14,8,8,8,0,8
2/8/08,28,0,T,T,14,8,8,8,0,8
2/9/08,32,21,0,0,14,8,8,8,0,8
2/10/08,30,-9,T,T,14,8,8,8,0,8
2/11/08,-1,-9,0,0,14,8,8,8,0,8
2/12/08,8,-5,0.09,1.5,16,8,8,8,0,8
2/13/08,17,-11,0.02,1.7,17,8,8,8,0,8
2/14/08,24,-9,T,T,17,8,8,8,0,8
2/15/08,28,1,0.22,2,19,8,8,8,0,8
2/16/08,16,0,0,0,19,8,8,8,0,8
2/17/08,32,6,1.25,0,16,8,8,8,0,8
2/18/08,32,15,0.57,6,22,8,8,8,0,8
2/19/08,32,-4,0.08,1,22,8,8,8,0,8
2/20/08,12,-11,0,0,22,8,8,8,0,8
2/21/08,14,-18,0,0,22,8,8,8,0,8
2/22/08,19,-12,0,0,22,8,8,8,0,8
2/23/08,27,-9,0,0,22,8,8,8,0,8
2/24/08,30,-8,0,0,20,8,8,8,0,8
2/25/08,38,0,0,0,19,8,8,8,0,8
2/26/08,37,23,0.04,0.2,18,8,8,8,0,8
2/27/08,26,4,0,0,18,8,8,8,0,8
2/28/08,24,-5,0,0,17,8,8,8,0,8
2/29/08,26,-3,0.14,1.5,18,8,8,8,0,8
3/1/08,39,10,0,0,17,8,8,8,0,8
3/2/08,33,10,0,0,16,8,8,8,0,8
3/3/08,51,29,0.61,1,10,8,8,8,0,8
3/4/08,29,7,0,0,10,8,8,8,0,8
3/5/08,29,8,0,0,9,8,8,8,0,8
3/6/08,31,11,0,0,9,8,8,8,0,8
3/7/08,26,-1,0,0,9,8,8,8,0,8
3/8/08,19,-9,0,0,8,8,8,8,0,8
3/9/08,25,-3,0,0,8,8,8,8,0,8
3/10/08,29,8,T,T,7,8,8,8,0,8
3/11/08,35,8,0,0,6,8,8,8,0,8
3/12/08,43,18,0,0,5,8,8,8,0,8
3/13/08,43,18,0,0,4,8,8,8,0,8
3/14/08,53,29,T,0,2,8,8,8,0,8
3/15/08,47,22,0,0,2,8,8,8,0,8
3/16/08,39,18,0,0,2,8,8,8,0,8
3/17/08,37,20,0,0,1,8,8,8,0,8
3/18/08,39,28,0.13,0,1,8,8,8,0,8
3/19/08,42,33,T,0,0,8,8,8,0,8
3/20/08,48,23,0,0,0,8,8,8,0,8
3/21/08,46,23,0.16,1.8,2,8,8,8,0,8
3/22/08,30,18,0.75,6,6,8,8,8,0,8
3/23/08,38,15,0,0,5,8,8,8,0,8
3/24/08,39,15,T,T,3,8,8,8,0,8
3/25/08,39,26,0,0,2,8,8,8,0,8
3/26/08,50,26,0,0,1,8,8,8,0,8
3/27/08,51,26,0,0,0,8,8,8,0,8
3/28/08,38,21,0,0,0,8,8,8,0,8
3/29/08,42,21,0,0,0,8,8,8,0,8
3/30/08,48,23,0,0,0,8,8,8,0,8
3/31/08,49,36,0.05,0,0,8,8,8,0,8
4/1/08,40,33,0.65,0,0,8,8,8,0,8
4/2/08,46,22,0,0,0,8,8,8,0,8
4/3/08,53,22,0,0,0,8,8,8,0,8
4/4/08,49,29,0.07,0,0,8,8,8,0,8
4/5/08,60,32,0,0,0,8,8,8,0,8
4/6/08,66,41,0,0,0,8,8,8,0,8
4/7/08,64,36,0.15,0,0,8,8,8,0,8
4/8/08,48,36,0,0,0,8,8,8,0,8
4/9/08,48,32,1.13,T,0,8,8,8,0,8
4/10/08,42,35,0,0,0,8,8,8,0,8
4/11/08,44,36,2,0,0,8,8,8,0,8
4/12/08,50,33,0.22,0,0,8,8,8,0,8
4/13/08,38,29,0.05,0,0,8,8,8,0,8
4/14/08,47,24,0,0,0,8,8,8,0,8
4/15/08,54,25,0,0,0,8,8,8,0,8
4/16/08,62,38,0,0,0,8,8,8,0,8
4/17/08,73,46,0,0,0,8,8,8,0,8
4/18/08,M,M,0,0,0,,,8,0,8
4/19/08,57,43,0.25,0,0,8,8,8,0,8
4/20/08,69,43,T,0,0,8,8,8,0,8
4/21/08,76,43,0,0,0,8,8,8,0,8
4/22/08,78,45,0,0,0,8,8,8,0,8
4/23/08,71,39,0.22,0,0,8,8,8,0,8
4/24/08,77,39,0,0,0,8,8,8,0,8
4/25/08,73,56,1.53,0,0,8,8,8,0,8
4/26/08,75,36,0.48,0,0,8,8,8,0,8
4/27/08,52,36,0,0,0,8,8,8,0,8
4/28/08,54,35,0.05,0,0,8,8,8,0,8
4/29/08,46,34,0.11,T,0,8,8,8,0,8
4/30/08,50,32,0,0,0,8,8,8,0,8
5/1/08,61,36,0,0,0,8,8,8,0,8
5/2/08,70,44,0.18,0,0,8,8,8,0,8
5/3/08,72,49,0.48,0,0,8,8,8,0,8
5/4/08,56,30,0.06,0,0,8,8,8,0,8
5/5/08,66,35,0,0,0,8,8,8,0,8
5/6/08,72,41,0,0,0,8,8,8,0,8
5/7/08,83,44,0.41,0,0,8,8,8,0,8
5/8/08,67,37,0,0,0,8,8,8,0,8
5/9/08,67,40,0,0,0,8,8,8,0,8
5/10/08,61,36,0,0,0,8,8,8,0,8
5/11/08,61,43,0.26,0,0,8,8,8,0,8
5/12/08,57,37,0.05,0,0,8,8,8,0,8
5/13/08,65,41,0,0,0,8,8,8,0,8
5/14/08,69,48,0.05,0,0,8,8,8,0,8
5/15/08,67,39,0,0,0,8,8,8,0,8
5/16/08,69,40,0,0,0,8,8,8,0,8
5/17/08,73,51,T,0,0,8,8,8,0,8
5/18/08,69,43,0.08,0,0,8,8,8,0,8
5/19/08,60,32,0,0,0,8,8,8,0,8
5/20/08,62,41,0.09,0,0,8,8,8,0,8
5/21/08,65,35,T,0,0,8,8,8,0,8
5/22/08,66,39,0,0,0,8,8,8,0,8
5/23/08,70,42,0,0,0,8,8,8,0,8
5/24/08,64,39,0,0,0,8,8,8,0,8
5/25/08,75,50,0,0,0,8,8,8,0,8
5/26/08,77,62,0.35,0,0,8,8,8,0,8
5/27/08,83,43,0,0,0,8,8,8,0,8
5/28/08,58,33,0,0,0,8,8,8,0,8
5/29/08,69,39,0,0,0,8,8,8,0,8
5/30/08,61,45,0.86,0,0,8,8,8,0,8
5/31/08,78,58,T,0,0,8,8,8,0,8
6/1/08,77,49,0,0,0,8,8,8,0,8
6/2/08,80,50,0,0,0,8,8,8,0,8
6/3/08,82,56,0.34,0,0,8,8,8,0,8
6/4/08,63,55,0.1,0,0,8,8,8,0,8
6/5/08,70,57,0.94,0,0,8,8,8,0,8
6/6/08,77,64,0.2,0,0,8,8,8,0,8
6/7/08,84,62,0,0,0,8,8,8,0,8
6/8/08,87,65,2.44,0,0,8,8,8,0,8
6/9/08,76,65,4.02,0,0,8,8,8,0,8
6/10/08,76,60,0,0,0,8,8,8,0,8
6/11/08,78,60,0,0,0,8,8,8,0,8
6/12/08,81,64,T,0,0,8,8,8,0,8
6/13/08,73,64,2.68,0,0,8,8,8,0,8
6/14/08,78,52,0,0,0,8,8,8,0,8
6/15/08,84,57,0,0,0,8,8,8,0,8
6/16/08,80,54,0,0,0,8,8,8,0,8
6/17/08,68,52,0,0,0,8,8,8,0,8
6/18/08,76,49,0,0,0,8,8,8,0,8
6/19/08,77,46,0,0,0,8,8,8,0,8
6/20/08,81,56,0,0,0,8,8,8,0,8
6/21/08,85,59,0,0,0,8,8,8,0,8
6/22/08,79,54,0,0,0,8,8,8,0,8
6/23/08,74,50,0.27,0,0,8,8,8,0,8
6/24/08,80,55,0,0,0,8,8,8,0,8
6/25/08,84,59,0,0,0,8,8,8,0,8
6/26/08,83,65,0,0,0,8,8,8,0,8
6/27/08,82,61,0,0,0,8,8,8,0,8
6/28/08,81,64,0.1,0,0,8,8,8,0,8
6/29/08,76,50,0.15,0,0,8,8,8,0,8
6/30/08,70,52,0,0,0,8,8,8,0,8
7/1/08,81,49,0,0,0,8,8,8,0,8
7/2/08,84,54,0,0,0,8,8,8,0,8
7/3/08,82,52,0.11,0,0,8,8,8,0,8
7/4/08,75,50,0,0,0,8,8,8,0,8
7/5/08,80,50,0,0,0,8,8,8,0,8
7/6/08,83,55,0,0,0,8,8,8,0,8
7/7/08,86,65,0.15,0,0,8,8,8,0,8
7/8/08,85,68,1.09,0,0,8,8,8,0,8
7/9/08,83,55,0.24,0,0,8,8,8,0,8
7/10/08,80,58,0,0,0,8,8,8,0,8
7/11/08,85,62,0.99,0,0,8,8,8,0,8
7/12/08,87,63,1.67,0,0,8,8,8,0,8
7/13/08,76,61,0,0,0,8,8,8,0,8
7/14/08,78,53,0,0,0,8,8,8,0,8
7/15/08,82,56,0,0,0,8,8,8,0,8
7/16/08,89,56,0,0,0,8,8,8,0,8
